name,parent,value
S9,fbf3,920
YNCRC2,56fb,2147
YNCRC1,56fb,67
ERC,56fb,1357
THALL,4b3e,2993
YNCRC1,1d09,1546
YNCRC2,1d09,860
ERC,1d09,368
RC4,1d09,178
YNCEC,1d09,61
YNCRC3,1d09,387
E4A,14c3,3536
GRN,e557,1737
ERC,e557,185
RC4,e82d,1203
EA,d5df,3044
S17-BS,0d23,2767
S8,4a67,3102
CRECTN,6fe0,2234
CREATE,6fe0,105
GRS,6fe0,12
CREATE,461b,88
GRS,461b,3438
YNCRC2,f4d0,515
YNCRC3,f4d0,953
MD1,f5cb,1398
IT,3938,3186
CNM,54c2,3595
YNCRC3,5ce2,1293
PGPCTN,df1f,2692
PGP-BS,df1f,236
KV-BS,d4db,2710
YNCRC2,c129,3514
S16CTN,5139,2394
LT27,5139,743
YNCRC1,79fa,3508
TCOMS,f9ff,440
E4A,8925,1066
EW2,8925,2507
IT,0327,913
LT13-BS,f532,145
VEN-BS,f532,62
AS8-BS,f532,92
ONUSS-BS,f532,2850
IT-BS,f532,75
LT4,f532,108
E4,f532,164
EHALL,cb77,1710
T-LAB,1aea,3579
MD1,d28f,3514
YNCRC1,ea36,486
UTSRC,caf4,3540
S5,ac5c,3540
USC,4637,898
YNCRC1,d3af,3452
SDE1,df8d,2094
SDE2,dee4,18
VEN-BS,8f5f,519
EHALL,8f5f,2572
IT-BS,8f5f,55
MUSM-BS,8f5f,276
KRT-BS,8f5f,147
ERC,a075,3546
AS4,6bd5,3088
CRECTN,341a,290
GRN,341a,63
CREATE,341a,122
ERC,341a,3053
AS2,293f,3490
CREATE,4f52,765
UTSRC,4f52,1425
E1,2b47,3585
MD6,c611,3595
E3A,469f,3299
UTSRC,5992,3597
S8,a6fb,3500
YNCRC1,cc9b,3218
UTSRC,36fb,661
ERC,36fb,2914
MUSM-BS,d9f5,180
UT-BS,d9f5,163
UHC-BS,d9f5,193
S17-BS,d9f5,32
YNCRC1,e04c,2675
T-LAB,af46,3452
YSTCM,4b20,3516
PGP-BS,1a58,2729
MUSM-BS,fbde,120
E1A,fbde,337
EW1,fbde,1808
UT-BS,8969,147
E3,8969,191
GRS,8969,1800
RH-BS,8969,110
MUSM-BS,8969,212
CREATE,8969,61
E4,8969,873
E3A,5d5a,56
EA,5d5a,3408
MD3,d751,2043
MD2,d751,1215
RH-BS,5339,2831
SDE2,edb4,3538
E4,f4b5,90
E4A,f4b5,3412
YNCRC1,2390,3514
E5,90c1,326
PGP6,1ae7,2696
PGP-BS,1ae7,37
MD1,20ea,2121
S16,e497,282
BIZ1,1fe9,3442
BIZ1,fd73,3141
E1A,e4c8,2704
E5,b859,3094
MD6,98e8,1696
UHALL-BS,98e8,1304
MD3,98e8,141
LT27-BS,98e8,246
ERC,f62d,3022
YNCRC2,5fcb,1153
YNCRC1,5fcb,120
ERC,5fcb,683
ERC,5d33,3516
E4,3bf7,3299
KRT-BS,a403,186
VENT,a403,2902
BIZ1,2443,2739
UTSRC,efb9,2622
GRS,efb9,137
UHC-BS,9b22,3522
S14,9b22,71
UT-BS,f362,108
CREATE,f362,1380
ERC,cead,3057
MD6,eeda,865
UHC-BS,eeda,2383
S16CTN,d917,3193
RVRG,d076,61
GRN,d076,1582
UTSRC,d076,360
ERC,d076,105
YIH,c875,3385
E6,98a2,1482
BIZ1,328f,3540
MD4,c210,3464
YNCEC,0287,2887
YNCRC2,f9d5,3069
S16,88f3,3532
UT-BS,1b4d,427
EW2,1b4d,3017
UHC-BS,5f4a,275
YIH-BS,5f4a,86
IT-BS,5f4a,97
LT4,5f4a,124
CLIB,5f4a,1524
OUHC-BS,5f4a,306
RH-BS,861f,1419
CREATE,861f,412
EA,861f,1748
S16,1f00,3435
PGP18,c828,3280
SFAH,c828,274
IT,7dce,1186
RC4,a0f5,3520
KRT-BS,03a6,1512
CREATE,17e7,3550
MD6,af58,492
YNCRC2,443a,3542
YNCRC1,397c,3589
UH,cd8c,2083
UTSRC,ee92,2307
E6,9707,137
E4,9707,2866
E4A,9707,122
E2A,9707,460
YNCRC2,41ad,3316
E1,5926,3147
RC4,8972,2923
ERC,8972,670
YNCRC1,26fb,2216
